bus ID,Current Stop,Next Stop,Latitude,Longitude,Passengers,Estimated Time,Date,Time
Route 5,Intercity Bus Station,Sanayi,35.01,33.01,20,0:01:00,2024-12-01,08:00 AM
Route 2,Harika Mahallesi,Mahkeme,35.03,33.03,30,0:03:00,2024-12-01,08:05 AM
Route 5,Sanayi,Gazi,35.02,33.02,25,0:02:00,2024-12-01,08:06 AM
Route 4,Anıt,Dumlupınar,35.01,33.01,20,0:01:00,2024-12-01,08:10 AM
Route 2,Mahkeme,registration,35.02,33.02,25,0:02:00,2024-12-01,08:10 AM
Route 1,Sanayi,City Center,35.02,33.02,25,0:02:00,2024-12-01,08:10 AM
Route 5,Gazi,Baykal,35.03,33.03,30,0:03:00,2024-12-01,08:12 AM
Route 5,Baykal,kaliland,35.04,33.04,35,0:04:00,2024-12-01,08:18 AM
Route 1,City Center,University,35.03,33.03,30,0:03:00,2024-12-01,08:20 AM
Route 4,Dumlupınar,Gazimağusa Vergi Dairesi,35.02,33.02,25,0:02:00,2024-12-01,08:21 AM
Route 5,kaliland,Baykal,35.05,33.05,40,0:05:00,2024-12-01,08:24 AM
Route 5,Baykal,Gazi,35.04,33.04,35,0:04:00,2024-12-01,08:26 AM
Route 5,Gazi,Sanayi,35.03,33.03,30,0:03:00,2024-12-01,08:28 AM
Route 1,University,City Center,35.04,33.04,35,0:04:00,2024-12-01,08:30 AM
Route 2,registration,Mahkeme,35.01,33.01,20,0:01:00,2024-12-01,08:30 AM
Route 5,Sanayi,Intercity Bus Station,35.02,33.02,25,0:02:00,2024-12-01,08:30 AM
Route 4,Gazimağusa Vergi Dairesi,Harbour,35.03,33.03,30,0:03:00,2024-12-01,08:32 AM
Route 1,City Center,Sanayi,35.03,33.03,30,0:03:00,2024-12-01,08:35 AM
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,25,0:02:00,2024-12-01,08:40 AM
Route 5,Intercity Bus Station,Sanayi,35.01,33.01,20,0:01:00,2024-12-01,08:40 AM
Route 2,Mahkeme,Harika Mahallesi,35.02,33.02,25,0:02:00,2024-12-01,08:40 AM
Route 4,Harbour,Gazimağusa Vergi Dairesi,35.04,33.04,35,0:04:00,2024-12-01,08:43 AM
Route 5,Sanayi,Gazi,35.02,33.02,25,0:02:00,2024-12-01,08:46 AM
Route 4,Gazimağusa Vergi Dairesi,Dumlupınar,35.03,33.03,30,0:03:00,2024-12-01,08:48 AM
Route 2,Harika Mahallesi,Kurtalan,35.03,33.03,30,0:03:00,2024-12-01,08:50 AM
Route 5,Gazi,Baykal,35.03,33.03,30,0:03:00,2024-12-01,08:52 AM
Route 4,Dumlupınar,Anıt,35.02,33.02,25,0:02:00,2024-12-01,08:53 AM
Route 5,Baykal,kaliland,35.04,33.04,35,0:04:00,2024-12-01,08:58 AM
Route 2,Kurtalan,Tarlabaşı,35.04,33.04,35,0:04:00,2024-12-01,09:00 AM
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,20,0:01:00,2024-12-01,09:00 AM
Route 5,kaliland,Baykal,35.05,33.05,40,0:05:00,2024-12-01,09:04 AM
Route 5,Baykal,Gazi,35.04,33.04,35,0:04:00,2024-12-01,09:06 AM
Route 5,Gazi,Sanayi,35.03,33.03,30,0:03:00,2024-12-01,09:08 AM
Route 2,Tarlabaşı,Kurtalan,35.05,33.05,40,0:05:00,2024-12-01,09:10 AM
Route 5,Sanayi,Intercity Bus Station,35.02,33.02,25,0:02:00,2024-12-01,09:10 AM
Route 1,Sanayi,City Center,35.02,33.02,25,0:02:00,2024-12-01,09:10 AM
Route 4,Anıt,Dumlupınar,35.01,33.01,20,0:01:00,2024-12-01,09:15 AM
Route 2,Kurtalan,Harika Mahallesi,35.04,33.04,35,0:04:00,2024-12-01,09:15 AM
Route 5,Intercity Bus Station,Sanayi,35.01,33.01,20,0:01:00,2024-12-01,09:20 AM
Route 1,City Center,University,35.03,33.03,30,0:03:00,2024-12-01,09:20 AM
Route 2,Harika Mahallesi,Mahkeme,35.03,33.03,30,0:03:00,2024-12-01,09:20 AM
Route 2,Mahkeme,registration,35.02,33.02,25,0:02:00,2024-12-01,09:25 AM
Route 5,Sanayi,Gazi,35.02,33.02,25,0:02:00,2024-12-01,09:26 AM
Route 4,Dumlupınar,Gazimağusa Vergi Dairesi,35.02,33.02,25,0:02:00,2024-12-01,09:26 AM
Route 1,University,City Center,35.04,33.04,35,0:04:00,2024-12-01,09:30 AM
Route 5,Gazi,Baykal,35.03,33.03,30,0:03:00,2024-12-01,09:32 AM
Route 1,City Center,Sanayi,35.03,33.03,30,0:03:00,2024-12-01,09:35 AM
Route 4,Gazimağusa Vergi Dairesi,Harbour,35.03,33.03,30,0:03:00,2024-12-01,09:37 AM
Route 5,Baykal,kaliland,35.04,33.04,35,0:04:00,2024-12-01,09:38 AM
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,25,0:02:00,2024-12-01,09:40 AM
Route 5,kaliland,Baykal,35.05,33.05,40,0:05:00,2024-12-01,09:44 AM
Route 2,registration,Mahkeme,35.01,33.01,20,0:01:00,2024-12-01,09:45 AM
Route 5,Baykal,Gazi,35.04,33.04,35,0:04:00,2024-12-01,09:46 AM
Route 4,Harbour,Gazimağusa Vergi Dairesi,35.04,33.04,35,0:04:00,2024-12-01,09:48 AM
Route 5,Gazi,Sanayi,35.03,33.03,30,0:03:00,2024-12-01,09:48 AM
Route 5,Sanayi,Intercity Bus Station,35.02,33.02,25,0:02:00,2024-12-01,09:50 AM
Route 4,Gazimağusa Vergi Dairesi,Dumlupınar,35.03,33.03,30,0:03:00,2024-12-01,09:53 AM
Route 2,Mahkeme,Harika Mahallesi,35.02,33.02,25,0:02:00,2024-12-01,09:55 AM
Route 4,Dumlupınar,Anıt,35.02,33.02,25,0:02:00,2024-12-01,09:58 AM
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,20,0:01:00,2024-12-01,10:00 AM
Route 2,Harika Mahallesi,Kurtalan,35.03,33.03,30,0:03:00,2024-12-01,10:05 AM
Route 1,Sanayi,City Center,35.02,33.02,25,0:02:00,2024-12-01,10:10 AM
Route 2,Kurtalan,Tarlabaşı,35.04,33.04,35,0:04:00,2024-12-01,10:15 AM
Route 1,City Center,University,35.03,33.03,30,0:03:00,2024-12-01,10:20 AM
Route 4,Anıt,Dumlupınar,35.01,33.01,20,0:01:00,2024-12-01,10:20 AM
Route 2,Tarlabaşı,Kurtalan,35.05,33.05,40,0:05:00,2024-12-01,10:25 AM
Route 2,Kurtalan,Harika Mahallesi,35.04,33.04,35,0:04:00,2024-12-01,10:30 AM
Route 1,University,City Center,35.04,33.04,35,0:04:00,2024-12-01,10:30 AM
Route 4,Dumlupınar,Gazimağusa Vergi Dairesi,35.02,33.02,25,0:02:00,2024-12-01,10:31 AM
Route 1,City Center,Sanayi,35.03,33.03,30,0:03:00,2024-12-01,10:35 AM
Route 2,Harika Mahallesi,Mahkeme,35.03,33.03,30,0:03:00,2024-12-01,10:35 AM
Route 2,Mahkeme,registration,35.02,33.02,25,0:02:00,2024-12-01,10:40 AM
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,25,0:02:00,2024-12-01,10:40 AM
Route 4,Gazimağusa Vergi Dairesi,Harbour,35.03,33.03,30,0:03:00,2024-12-01,10:42 AM
Route 4,Harbour,Gazimağusa Vergi Dairesi,35.04,33.04,35,0:04:00,2024-12-01,10:53 AM
Route 4,Gazimağusa Vergi Dairesi,Dumlupınar,35.03,33.03,30,0:03:00,2024-12-01,10:58 AM
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,20,0:01:00,2024-12-01,11:00 AM
Route 4,Dumlupınar,Anıt,35.02,33.02,25,0:02:00,2024-12-01,11:03 AM
Route 1,Sanayi,City Center,35.02,33.02,25,0:02:00,2024-12-01,11:10 AM
Route 1,City Center,University,35.03,33.03,30,0:03:00,2024-12-01,11:20 AM
Route 1,University,City Center,35.04,33.04,35,0:04:00,2024-12-01,11:30 AM
Route 1,City Center,Sanayi,35.03,33.03,30,0:03:00,2024-12-01,11:35 AM
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,25,0:02:00,2024-12-01,11:40 AM
Route 4 PM,Anıt,Dumlupınar,35.01,33.01,14,0:01:00,2024-12-01,06:00 PM
Route 3 PM,activity center,library,35.01,33.01,14,0:01:00,2024-12-01,06:00 PM
Route 1 PM,Intercity Bus Station,Sanayi,35.01,33.01,14,0:01:00,2024-12-01,06:00 PM
Route 2 PM,registration,Mahkeme,35.01,33.01,14,0:01:00,2024-12-01,06:00 PM
Route 5 PM,Intercity Bus Station,Sanayi,35.01,33.01,14,0:01:00,2024-12-01,06:00 PM
Route 5 PM,Sanayi,Gazi,35.02,33.02,17,0:02:00,2024-12-01,06:06 PM
Route 3 PM,library,uni bus station,35.02,33.02,17,0:02:00,2024-12-01,06:07 PM
Route 2 PM,Mahkeme,Harika Mahallesi,35.02,33.02,17,0:02:00,2024-12-01,06:10 PM
Route 1 PM,Sanayi,City Center,35.02,33.02,17,0:02:00,2024-12-01,06:10 PM
Route 4 PM,Dumlupınar,Gazimağusa Vergi Dairesi,35.02,33.02,17,0:02:00,2024-12-01,06:11 PM
Route 5 PM,Gazi,Baykal,35.03,33.03,21,0:03:00,2024-12-01,06:12 PM
Route 3 PM,uni bus station,main gate,35.03,33.03,21,0:03:00,2024-12-01,06:14 PM
Route 5 PM,Baykal,kaliland,35.04,33.04,24,0:04:00,2024-12-01,06:18 PM
Route 2 PM,Harika Mahallesi,Kurtalan,35.03,33.03,21,0:03:00,2024-12-01,06:20 PM
Route 1 PM,City Center,University,35.03,33.03,21,0:03:00,2024-12-01,06:20 PM
Route 3 PM,main gate,uni bus station,35.04,33.04,24,0:04:00,2024-12-01,06:21 PM
Route 4 PM,Gazimağusa Vergi Dairesi,Harbour,35.03,33.03,21,0:03:00,2024-12-01,06:22 PM
Route 3 PM,uni bus station,library,35.03,33.03,21,0:03:00,2024-12-01,06:24 PM
Route 5 PM,kaliland,Baykal,35.05,33.05,28,0:05:00,2024-12-01,06:24 PM
Route 5 PM,Baykal,Gazi,35.04,33.04,24,0:04:00,2024-12-01,06:26 PM
Route 3 PM,library,activity center,35.02,33.02,17,0:02:00,2024-12-01,06:27 PM
Route 5 PM,Gazi,Sanayi,35.03,33.03,21,0:03:00,2024-12-01,06:28 PM
Route 5 PM,Sanayi,Intercity Bus Station,35.02,33.02,17,0:02:00,2024-12-01,06:30 PM
Route 1 PM,University,City Center,35.04,33.04,24,0:04:00,2024-12-01,06:30 PM
Route 2 PM,Kurtalan,Tarlabaşı,35.04,33.04,24,0:04:00,2024-12-01,06:30 PM
Route 4 PM,Harbour,Gazimağusa Vergi Dairesi,35.04,33.04,24,0:04:00,2024-12-01,06:33 PM
Route 1 PM,City Center,Sanayi,35.03,33.03,21,0:03:00,2024-12-01,06:35 PM
Route 4 PM,Gazimağusa Vergi Dairesi,Dumlupınar,35.03,33.03,21,0:03:00,2024-12-01,06:38 PM
Route 1 PM,Sanayi,Intercity Bus Station,35.02,33.02,17,0:02:00,2024-12-01,06:40 PM
Route 5 PM,Intercity Bus Station,Sanayi,35.01,33.01,14,0:01:00,2024-12-01,06:40 PM
Route 2 PM,Tarlabaşı,Kurtalan,35.05,33.05,28,0:05:00,2024-12-01,06:40 PM
Route 4 PM,Dumlupınar,Anıt,35.02,33.02,17,0:02:00,2024-12-01,06:43 PM
Route 2 PM,Kurtalan,Harika Mahallesi,35.04,33.04,24,0:04:00,2024-12-01,06:45 PM
Route 3 PM,activity center,library,35.01,33.01,14,0:01:00,2024-12-01,06:45 PM
Route 5 PM,Sanayi,Gazi,35.02,33.02,17,0:02:00,2024-12-01,06:46 PM
Route 2 PM,Harika Mahallesi,Mahkeme,35.03,33.03,21,0:03:00,2024-12-01,06:50 PM
Route 3 PM,library,uni bus station,35.02,33.02,17,0:02:00,2024-12-01,06:52 PM
Route 5 PM,Gazi,Baykal,35.03,33.03,21,0:03:00,2024-12-01,06:52 PM
Route 2 PM,Mahkeme,registration,35.02,33.02,17,0:02:00,2024-12-01,06:55 PM
Route 5 PM,Baykal,kaliland,35.04,33.04,24,0:04:00,2024-12-01,06:58 PM
Route 3 PM,uni bus station,main gate,35.03,33.03,21,0:03:00,2024-12-01,06:59 PM
Route 1 PM,Intercity Bus Station,Sanayi,35.01,33.01,14,0:01:00,2024-12-01,07:00 PM
Route 5 PM,kaliland,Baykal,35.05,33.05,28,0:05:00,2024-12-01,07:04 PM
Route 4 PM,Anıt,Dumlupınar,35.01,33.01,14,0:01:00,2024-12-01,07:05 PM
Route 3 PM,main gate,uni bus station,35.04,33.04,24,0:04:00,2024-12-01,07:06 PM
Route 5 PM,Baykal,Gazi,35.04,33.04,24,0:04:00,2024-12-01,07:06 PM
Route 5 PM,Gazi,Sanayi,35.03,33.03,21,0:03:00,2024-12-01,07:08 PM
Route 3 PM,uni bus station,library,35.03,33.03,21,0:03:00,2024-12-01,07:09 PM
Route 5 PM,Sanayi,Intercity Bus Station,35.02,33.02,17,0:02:00,2024-12-01,07:10 PM
Route 1 PM,Sanayi,City Center,35.02,33.02,17,0:02:00,2024-12-01,07:10 PM
Route 3 PM,library,activity center,35.02,33.02,17,0:02:00,2024-12-01,07:12 PM
Route 2 PM,registration,Mahkeme,35.01,33.01,14,0:01:00,2024-12-01,07:15 PM
Route 4 PM,Dumlupınar,Gazimağusa Vergi Dairesi,35.02,33.02,17,0:02:00,2024-12-01,07:16 PM
Route 5 PM,Intercity Bus Station,Sanayi,35.01,33.01,14,0:01:00,2024-12-01,07:20 PM
Route 1 PM,City Center,University,35.03,33.03,21,0:03:00,2024-12-01,07:20 PM
Route 2 PM,Mahkeme,Harika Mahallesi,35.02,33.02,17,0:02:00,2024-12-01,07:25 PM
Route 5 PM,Sanayi,Gazi,35.02,33.02,17,0:02:00,2024-12-01,07:26 PM
Route 4 PM,Gazimağusa Vergi Dairesi,Harbour,35.03,33.03,21,0:03:00,2024-12-01,07:27 PM
Route 1 PM,University,City Center,35.04,33.04,24,0:04:00,2024-12-01,07:30 PM
Route 3 PM,activity center,library,35.01,33.01,14,0:01:00,2024-12-01,07:30 PM
Route 5 PM,Gazi,Baykal,35.03,33.03,21,0:03:00,2024-12-01,07:32 PM
Route 1 PM,City Center,Sanayi,35.03,33.03,21,0:03:00,2024-12-01,07:35 PM
Route 2 PM,Harika Mahallesi,Kurtalan,35.03,33.03,21,0:03:00,2024-12-01,07:35 PM
Route 3 PM,library,uni bus station,35.02,33.02,17,0:02:00,2024-12-01,07:37 PM
Route 4 PM,Harbour,Gazimağusa Vergi Dairesi,35.04,33.04,24,0:04:00,2024-12-01,07:38 PM
Route 5 PM,Baykal,kaliland,35.04,33.04,24,0:04:00,2024-12-01,07:38 PM
Route 1 PM,Sanayi,Intercity Bus Station,35.02,33.02,17,0:02:00,2024-12-01,07:40 PM
Route 4 PM,Gazimağusa Vergi Dairesi,Dumlupınar,35.03,33.03,21,0:03:00,2024-12-01,07:43 PM
Route 5 PM,kaliland,Baykal,35.05,33.05,28,0:05:00,2024-12-01,07:44 PM
Route 3 PM,uni bus station,main gate,35.03,33.03,21,0:03:00,2024-12-01,07:44 PM
Route 2 PM,Kurtalan,Tarlabaşı,35.04,33.04,24,0:04:00,2024-12-01,07:45 PM
Route 5 PM,Baykal,Gazi,35.04,33.04,24,0:04:00,2024-12-01,07:46 PM
Route 4 PM,Dumlupınar,Anıt,35.02,33.02,17,0:02:00,2024-12-01,07:48 PM
Route 5 PM,Gazi,Sanayi,35.03,33.03,21,0:03:00,2024-12-01,07:48 PM
Route 5 PM,Sanayi,Intercity Bus Station,35.02,33.02,17,0:02:00,2024-12-01,07:50 PM
Route 3 PM,main gate,uni bus station,35.04,33.04,24,0:04:00,2024-12-01,07:51 PM
Route 3 PM,uni bus station,library,35.03,33.03,21,0:03:00,2024-12-01,07:54 PM
Route 2 PM,Tarlabaşı,Kurtalan,35.05,33.05,28,0:05:00,2024-12-01,07:55 PM
Route 3 PM,library,activity center,35.02,33.02,17,0:02:00,2024-12-01,07:57 PM
Route 2 PM,Kurtalan,Harika Mahallesi,35.04,33.04,24,0:04:00,2024-12-01,08:00 PM
Route 5 PM,Intercity Bus Station,Sanayi,35.01,33.01,14,0:01:00,2024-12-01,08:00 PM
Route 1 PM,Intercity Bus Station,Sanayi,35.01,33.01,14,0:01:00,2024-12-01,08:00 PM
Route 2 PM,Harika Mahallesi,Mahkeme,35.03,33.03,21,0:03:00,2024-12-01,08:05 PM
Route 5 PM,Sanayi,Gazi,35.02,33.02,17,0:02:00,2024-12-01,08:06 PM
Route 4 PM,Anıt,Dumlupınar,35.01,33.01,14,0:01:00,2024-12-01,08:10 PM
Route 1 PM,Sanayi,City Center,35.02,33.02,17,0:02:00,2024-12-01,08:10 PM
Route 2 PM,Mahkeme,registration,35.02,33.02,17,0:02:00,2024-12-01,08:10 PM
Route 5 PM,Gazi,Baykal,35.03,33.03,21,0:03:00,2024-12-01,08:12 PM
Route 5 PM,Baykal,kaliland,35.04,33.04,24,0:04:00,2024-12-01,08:18 PM
Route 1 PM,City Center,University,35.03,33.03,21,0:03:00,2024-12-01,08:20 PM
Route 4 PM,Dumlupınar,Gazimağusa Vergi Dairesi,35.02,33.02,17,0:02:00,2024-12-01,08:21 PM
Route 5 PM,kaliland,Baykal,35.05,33.05,28,0:05:00,2024-12-01,08:24 PM
Route 5 PM,Baykal,Gazi,35.04,33.04,24,0:04:00,2024-12-01,08:26 PM
Route 5 PM,Gazi,Sanayi,35.03,33.03,21,0:03:00,2024-12-01,08:28 PM
Route 5 PM,Sanayi,Intercity Bus Station,35.02,33.02,17,0:02:00,2024-12-01,08:30 PM
Route 1 PM,University,City Center,35.04,33.04,24,0:04:00,2024-12-01,08:30 PM
Route 2 PM,registration,Mahkeme,35.01,33.01,14,0:01:00,2024-12-01,08:30 PM
Route 4 PM,Gazimağusa Vergi Dairesi,Harbour,35.03,33.03,21,0:03:00,2024-12-01,08:32 PM
Route 1 PM,City Center,Sanayi,35.03,33.03,21,0:03:00,2024-12-01,08:35 PM
Route 5 PM,Intercity Bus Station,Sanayi,35.01,33.01,14,0:01:00,2024-12-01,08:40 PM
Route 2 PM,Mahkeme,Harika Mahallesi,35.02,33.02,17,0:02:00,2024-12-01,08:40 PM
Route 1 PM,Sanayi,Intercity Bus Station,35.02,33.02,17,0:02:00,2024-12-01,08:40 PM
Route 4 PM,Harbour,Gazimağusa Vergi Dairesi,35.04,33.04,24,0:04:00,2024-12-01,08:43 PM
Route 5 PM,Sanayi,Gazi,35.02,33.02,17,0:02:00,2024-12-01,08:46 PM
Route 4 PM,Gazimağusa Vergi Dairesi,Dumlupınar,35.03,33.03,21,0:03:00,2024-12-01,08:48 PM
Route 2 PM,Harika Mahallesi,Kurtalan,35.03,33.03,21,0:03:00,2024-12-01,08:50 PM
Route 5 PM,Gazi,Baykal,35.03,33.03,21,0:03:00,2024-12-01,08:52 PM
Route 4 PM,Dumlupınar,Anıt,35.02,33.02,17,0:02:00,2024-12-01,08:53 PM
Route 5 PM,Baykal,kaliland,35.04,33.04,24,0:04:00,2024-12-01,08:58 PM
Route 1 PM,Intercity Bus Station,Sanayi,35.01,33.01,14,0:01:00,2024-12-01,09:00 PM
Route 2 PM,Kurtalan,Tarlabaşı,35.04,33.04,24,0:04:00,2024-12-01,09:00 PM
Route 5 PM,kaliland,Baykal,35.05,33.05,28,0:05:00,2024-12-01,09:04 PM
Route 5 PM,Baykal,Gazi,35.04,33.04,24,0:04:00,2024-12-01,09:06 PM
Route 5 PM,Gazi,Sanayi,35.03,33.03,21,0:03:00,2024-12-01,09:08 PM
Route 2 PM,Tarlabaşı,Kurtalan,35.05,33.05,28,0:05:00,2024-12-01,09:10 PM
Route 5 PM,Sanayi,Intercity Bus Station,35.02,33.02,17,0:02:00,2024-12-01,09:10 PM
Route 1 PM,Sanayi,City Center,35.02,33.02,17,0:02:00,2024-12-01,09:10 PM
