bus ID,Current Stop,Next Stop,Latitude,Longitude,Passengers,Estimated Time,Date,Time
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,22,19:45,2025-01-14,19:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,17,07:45,2025-01-14,07:40
Route 1,Sanayi,City Center,35.02,33.02,28,09:45,2025-01-04,09:40
Route 1,City Center,University,35.03,33.03,17,11:45,2025-01-09,11:40
Route 1,University,City Center,35.04,33.04,17,13:45,2025-01-31,13:40
Route 1,City Center,Sanayi,35.03,33.03,21,15:45,2025-01-01,15:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,15,17:45,2025-01-16,17:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,26,19:45,2025-01-13,19:40
Route 1,Sanayi,City Center,35.02,33.02,25,07:45,2025-01-14,07:40
Route 1,City Center,University,35.03,33.03,6,09:45,2025-01-24,09:40
Route 1,University,City Center,35.04,33.04,5,11:45,2025-01-08,11:40
Route 1,City Center,Sanayi,35.03,33.03,10,13:45,2025-01-25,13:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,10,15:45,2025-01-02,15:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,16,17:45,2025-01-23,17:40
Route 1,Sanayi,City Center,35.02,33.02,21,19:45,2025-01-01,19:40
Route 1,City Center,University,35.03,33.03,10,07:45,2025-01-15,07:40
Route 1,University,City Center,35.04,33.04,18,09:45,2025-01-02,09:40
Route 1,City Center,Sanayi,35.03,33.03,9,11:45,2025-01-08,11:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,24,13:45,2025-01-23,13:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,10,15:45,2025-01-26,15:40
Route 1,Sanayi,City Center,35.02,33.02,21,17:45,2025-01-24,17:40
Route 1,City Center,University,35.03,33.03,27,19:45,2025-01-12,19:40
Route 1,University,City Center,35.04,33.04,15,07:45,2025-01-26,07:40
Route 1,City Center,Sanayi,35.03,33.03,22,09:45,2025-01-22,09:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,28,11:45,2025-01-03,11:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,16,13:45,2025-01-11,13:40
Route 1,Sanayi,City Center,35.02,33.02,12,15:45,2025-01-25,15:40
Route 1,City Center,University,35.03,33.03,29,17:45,2025-01-04,17:40
Route 1,University,City Center,35.04,33.04,11,19:45,2025-01-02,19:40
Route 1,City Center,Sanayi,35.03,33.03,17,07:45,2025-01-03,07:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,20,09:45,2025-01-17,09:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,23,11:45,2025-01-13,11:40
Route 1,Sanayi,City Center,35.02,33.02,11,13:45,2025-01-28,13:40
Route 1,City Center,University,35.03,33.03,13,15:45,2025-01-26,15:40
Route 1,University,City Center,35.04,33.04,21,17:45,2025-01-25,17:40
Route 1,City Center,Sanayi,35.03,33.03,12,19:45,2025-01-13,19:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,21,07:45,2025-01-08,07:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,8,09:45,2025-01-07,09:40
Route 1,Sanayi,City Center,35.02,33.02,26,11:45,2025-01-09,11:40
Route 1,City Center,University,35.03,33.03,22,13:45,2025-01-06,13:40
Route 1,University,City Center,35.04,33.04,17,15:45,2025-01-07,15:40
Route 1,City Center,Sanayi,35.03,33.03,22,17:45,2025-01-04,17:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,9,19:45,2025-01-26,19:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,5,07:45,2025-01-14,07:40
Route 1,Sanayi,City Center,35.02,33.02,12,09:45,2025-01-07,09:40
Route 1,City Center,University,35.03,33.03,20,11:45,2025-01-14,11:40
Route 1,University,City Center,35.04,33.04,25,13:45,2025-01-17,13:40
Route 1,City Center,Sanayi,35.03,33.03,12,15:45,2025-01-21,15:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,25,17:45,2025-01-11,17:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,8,19:45,2025-01-19,19:40
Route 1,Sanayi,City Center,35.02,33.02,15,07:45,2025-01-05,07:40
Route 1,City Center,University,35.03,33.03,20,09:45,2025-01-11,09:40
Route 1,University,City Center,35.04,33.04,19,11:45,2025-01-02,11:40
Route 1,City Center,Sanayi,35.03,33.03,9,13:45,2025-01-23,13:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,13,15:45,2025-01-06,15:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,6,17:45,2025-01-04,17:40
Route 1,Sanayi,City Center,35.02,33.02,9,19:45,2025-01-11,19:40
Route 1,City Center,University,35.03,33.03,11,07:45,2025-01-26,07:40
Route 1,University,City Center,35.04,33.04,13,09:45,2025-01-23,09:40
Route 1,City Center,Sanayi,35.03,33.03,19,11:45,2025-01-05,11:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,29,13:45,2025-01-02,13:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,11,15:45,2025-01-16,15:40
Route 1,Sanayi,City Center,35.02,33.02,27,17:45,2025-01-01,17:40
Route 1,City Center,University,35.03,33.03,7,19:45,2025-01-06,19:40
Route 1,University,City Center,35.04,33.04,8,07:45,2025-01-18,07:40
Route 1,City Center,Sanayi,35.03,33.03,15,09:45,2025-01-29,09:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,23,11:45,2025-01-29,11:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,23,13:45,2025-01-02,13:40
Route 1,Sanayi,City Center,35.02,33.02,22,15:45,2025-01-17,15:40
Route 1,City Center,University,35.03,33.03,24,17:45,2025-01-17,17:40
Route 1,University,City Center,35.04,33.04,20,19:45,2025-01-29,19:40
Route 1,City Center,Sanayi,35.03,33.03,24,07:45,2025-01-15,07:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,27,09:45,2025-01-15,09:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,15,11:45,2025-01-25,11:40
Route 1,Sanayi,City Center,35.02,33.02,17,13:45,2025-01-21,13:40
Route 1,City Center,University,35.03,33.03,12,15:45,2025-01-08,15:40
Route 1,University,City Center,35.04,33.04,16,17:45,2025-01-01,17:40
Route 1,City Center,Sanayi,35.03,33.03,19,19:45,2025-01-05,19:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,20,07:45,2025-01-29,07:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,6,09:45,2025-01-28,09:40
Route 1,Sanayi,City Center,35.02,33.02,19,11:45,2025-01-14,11:40
Route 1,City Center,University,35.03,33.03,23,13:45,2025-01-11,13:40
Route 1,University,City Center,35.04,33.04,9,15:45,2025-01-24,15:40
Route 1,City Center,Sanayi,35.03,33.03,13,17:45,2025-01-22,17:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,20,19:45,2025-01-12,19:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,27,07:45,2025-01-23,07:40
Route 1,Sanayi,City Center,35.02,33.02,28,09:45,2025-01-29,09:40
Route 1,City Center,University,35.03,33.03,5,11:45,2025-01-08,11:40
Route 1,University,City Center,35.04,33.04,28,13:45,2025-01-06,13:40
Route 1,City Center,Sanayi,35.03,33.03,13,15:45,2025-01-10,15:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,13,17:45,2025-01-04,17:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,25,19:45,2025-01-20,19:40
Route 1,Sanayi,City Center,35.02,33.02,16,07:45,2025-01-13,07:40
Route 1,City Center,University,35.03,33.03,13,09:45,2025-01-12,09:40
Route 1,University,City Center,35.04,33.04,27,11:45,2025-01-30,11:40
Route 1,City Center,Sanayi,35.03,33.03,18,13:45,2025-01-30,13:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,21,15:45,2025-01-07,15:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,6,17:45,2025-01-28,17:40
Route 1,Sanayi,City Center,35.02,33.02,6,19:45,2025-01-25,19:40
Route 1,City Center,University,35.03,33.03,23,07:45,2025-01-21,07:40
Route 1,University,City Center,35.04,33.04,21,09:45,2025-01-19,09:40
Route 1,City Center,Sanayi,35.03,33.03,15,11:45,2025-01-26,11:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,23,13:45,2025-01-23,13:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,23,15:45,2025-01-18,15:40
Route 1,Sanayi,City Center,35.02,33.02,9,17:45,2025-01-20,17:40
Route 1,City Center,University,35.03,33.03,18,19:45,2025-01-22,19:40
Route 1,University,City Center,35.04,33.04,25,07:45,2025-01-06,07:40
Route 1,City Center,Sanayi,35.03,33.03,10,09:45,2025-01-04,09:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,17,11:45,2025-01-24,11:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,16,13:45,2025-01-01,13:40
Route 1,Sanayi,City Center,35.02,33.02,15,15:45,2025-01-26,15:40
Route 1,City Center,University,35.03,33.03,11,17:45,2025-01-12,17:40
Route 1,University,City Center,35.04,33.04,13,19:45,2025-01-25,19:40
Route 1,City Center,Sanayi,35.03,33.03,21,07:45,2025-01-13,07:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,5,09:45,2025-01-29,09:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,21,11:45,2025-01-26,11:40
Route 1,Sanayi,City Center,35.02,33.02,12,13:45,2025-01-10,13:40
Route 1,City Center,University,35.03,33.03,8,15:45,2025-01-04,15:40
Route 1,University,City Center,35.04,33.04,16,17:45,2025-01-05,17:40
Route 1,City Center,Sanayi,35.03,33.03,24,19:45,2025-01-30,19:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,22,07:45,2025-01-22,07:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,29,09:45,2025-01-17,09:40
Route 1,Sanayi,City Center,35.02,33.02,13,11:45,2025-01-25,11:40
Route 1,City Center,University,35.03,33.03,16,13:45,2025-01-13,13:40
Route 1,University,City Center,35.04,33.04,11,15:45,2025-01-19,15:40
Route 1,City Center,Sanayi,35.03,33.03,29,17:45,2025-01-16,17:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,16,19:45,2025-01-26,19:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,16,07:45,2025-01-12,07:40
Route 1,Sanayi,City Center,35.02,33.02,8,09:45,2025-01-26,09:40
Route 1,City Center,University,35.03,33.03,13,11:45,2025-01-18,11:40
Route 1,University,City Center,35.04,33.04,28,13:45,2025-01-14,13:40
Route 1,City Center,Sanayi,35.03,33.03,14,15:45,2025-01-12,15:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,29,17:45,2025-01-27,17:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,22,19:45,2025-01-03,19:40
Route 1,Sanayi,City Center,35.02,33.02,26,07:45,2025-01-21,07:40
Route 1,City Center,University,35.03,33.03,17,09:45,2025-01-13,09:40
Route 1,University,City Center,35.04,33.04,28,11:45,2025-01-26,11:40
Route 1,City Center,Sanayi,35.03,33.03,27,13:45,2025-01-11,13:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,13,15:45,2025-01-13,15:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,28,17:45,2025-01-03,17:40
Route 1,Sanayi,City Center,35.02,33.02,21,19:45,2025-01-27,19:40
Route 1,City Center,University,35.03,33.03,26,07:45,2025-01-25,07:40
Route 1,University,City Center,35.04,33.04,25,09:45,2025-01-05,09:40
Route 1,City Center,Sanayi,35.03,33.03,12,11:45,2025-01-03,11:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,27,13:45,2025-01-07,13:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,7,15:45,2025-01-30,15:40
Route 1,Sanayi,City Center,35.02,33.02,23,17:45,2025-01-14,17:40
Route 1,City Center,University,35.03,33.03,25,19:45,2025-01-14,19:40
Route 1,University,City Center,35.04,33.04,23,07:45,2025-01-15,07:40
Route 1,City Center,Sanayi,35.03,33.03,6,09:45,2025-01-18,09:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,13,11:45,2025-01-19,11:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,20,13:45,2025-01-30,13:40
Route 1,Sanayi,City Center,35.02,33.02,27,15:45,2025-01-19,15:40
Route 1,City Center,University,35.03,33.03,21,17:45,2025-01-10,17:40
Route 1,University,City Center,35.04,33.04,9,19:45,2025-01-13,19:40
Route 1,City Center,Sanayi,35.03,33.03,11,07:45,2025-01-25,07:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,25,09:45,2025-01-19,09:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,29,11:45,2025-01-20,11:40
Route 1,Sanayi,City Center,35.02,33.02,14,13:45,2025-01-07,13:40
Route 1,City Center,University,35.03,33.03,7,15:45,2025-01-01,15:40
Route 1,University,City Center,35.04,33.04,7,17:45,2025-01-09,17:40
Route 1,City Center,Sanayi,35.03,33.03,26,19:45,2025-01-24,19:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,9,07:45,2025-01-16,07:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,22,09:45,2025-01-05,09:40
Route 1,Sanayi,City Center,35.02,33.02,5,11:45,2025-01-04,11:40
Route 1,City Center,University,35.03,33.03,13,13:45,2025-01-15,13:40
Route 1,University,City Center,35.04,33.04,5,15:45,2025-01-19,15:40
Route 1,City Center,Sanayi,35.03,33.03,19,17:45,2025-01-11,17:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,20,19:45,2025-01-10,19:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,19,07:45,2025-01-28,07:40
Route 1,Sanayi,City Center,35.02,33.02,18,09:45,2025-01-08,09:40
Route 1,City Center,University,35.03,33.03,23,11:45,2025-01-21,11:40
Route 1,University,City Center,35.04,33.04,29,13:45,2025-01-08,13:40
Route 1,City Center,Sanayi,35.03,33.03,6,15:45,2025-01-21,15:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,14,17:45,2025-01-13,17:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,5,19:45,2025-01-25,19:40
Route 1,Sanayi,City Center,35.02,33.02,13,07:45,2025-01-21,07:40
Route 1,City Center,University,35.03,33.03,12,09:45,2025-01-11,09:40
Route 1,University,City Center,35.04,33.04,17,11:45,2025-01-13,11:40
Route 1,City Center,Sanayi,35.03,33.03,9,13:45,2025-01-29,13:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,24,15:45,2025-01-15,15:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,21,17:45,2025-01-13,17:40
Route 1,Sanayi,City Center,35.02,33.02,23,19:45,2025-01-06,19:40
Route 1,City Center,University,35.03,33.03,9,07:45,2025-01-13,07:40
Route 1,University,City Center,35.04,33.04,25,09:45,2025-01-18,09:40
Route 1,City Center,Sanayi,35.03,33.03,21,11:45,2025-01-12,11:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,28,13:45,2025-01-26,13:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,27,15:45,2025-01-18,15:40
Route 1,Sanayi,City Center,35.02,33.02,16,17:45,2025-01-11,17:40
Route 1,City Center,University,35.03,33.03,20,19:45,2025-01-14,19:40
Route 1,University,City Center,35.04,33.04,6,07:45,2025-01-27,07:40
Route 1,City Center,Sanayi,35.03,33.03,16,09:45,2025-01-30,09:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,13,11:45,2025-01-20,11:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,7,13:45,2025-01-26,13:40
Route 1,Sanayi,City Center,35.02,33.02,11,15:45,2025-01-02,15:40
Route 1,City Center,University,35.03,33.03,17,17:45,2025-01-04,17:40
Route 1,University,City Center,35.04,33.04,5,19:45,2025-01-09,19:40
Route 1,City Center,Sanayi,35.03,33.03,27,07:45,2025-01-22,07:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,25,09:45,2025-01-25,09:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,15,11:45,2025-01-30,11:40
Route 1,Sanayi,City Center,35.02,33.02,29,13:45,2025-01-05,13:40
Route 1,City Center,University,35.03,33.03,19,15:45,2025-01-04,15:40
Route 1,University,City Center,35.04,33.04,9,17:45,2025-01-02,17:40
Route 1,City Center,Sanayi,35.03,33.03,15,19:45,2025-01-19,19:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,16,07:45,2025-01-22,07:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,23,09:45,2025-01-27,09:40
Route 1,Sanayi,City Center,35.02,33.02,21,11:45,2025-01-05,11:40
Route 1,City Center,University,35.03,33.03,10,13:45,2025-01-04,13:40
Route 1,University,City Center,35.04,33.04,21,15:45,2025-01-23,15:40
Route 1,City Center,Sanayi,35.03,33.03,5,17:45,2025-01-24,17:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,29,19:45,2025-01-24,19:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,26,07:45,2025-01-17,07:40
Route 1,Sanayi,City Center,35.02,33.02,16,09:45,2025-01-31,09:40
Route 1,City Center,University,35.03,33.03,27,11:45,2025-01-16,11:40
Route 1,University,City Center,35.04,33.04,6,13:45,2025-01-18,13:40
Route 1,City Center,Sanayi,35.03,33.03,14,15:45,2025-01-22,15:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,10,17:45,2025-01-09,17:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,29,19:45,2025-01-08,19:40
Route 1,Sanayi,City Center,35.02,33.02,22,07:45,2025-01-17,07:40
Route 1,City Center,University,35.03,33.03,5,09:45,2025-01-15,09:40
Route 1,University,City Center,35.04,33.04,20,11:45,2025-01-29,11:40
Route 1,City Center,Sanayi,35.03,33.03,25,13:45,2025-01-29,13:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,27,15:45,2025-01-17,15:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,6,17:45,2025-01-04,17:40
Route 1,Sanayi,City Center,35.02,33.02,7,19:45,2025-01-08,19:40
Route 1,City Center,University,35.03,33.03,27,07:45,2025-01-15,07:40
Route 1,University,City Center,35.04,33.04,13,09:45,2025-01-12,09:40
Route 1,City Center,Sanayi,35.03,33.03,8,11:45,2025-01-13,11:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,20,13:45,2025-01-30,13:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,5,15:45,2025-01-20,15:40
Route 1,Sanayi,City Center,35.02,33.02,17,17:45,2025-01-27,17:40
Route 1,City Center,University,35.03,33.03,7,19:45,2025-01-11,19:40
Route 1,University,City Center,35.04,33.04,7,07:45,2025-01-11,07:40
Route 1,City Center,Sanayi,35.03,33.03,25,09:45,2025-01-20,09:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,15,11:45,2025-01-10,11:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,15,13:45,2025-01-18,13:40
Route 1,Sanayi,City Center,35.02,33.02,16,15:45,2025-01-06,15:40
Route 1,City Center,University,35.03,33.03,8,17:45,2025-01-22,17:40
Route 1,University,City Center,35.04,33.04,19,19:45,2025-01-27,19:40
Route 1,City Center,Sanayi,35.03,33.03,12,07:45,2025-01-23,07:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,18,09:45,2025-01-04,09:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,24,11:45,2025-01-15,11:40
Route 1,Sanayi,City Center,35.02,33.02,24,13:45,2025-01-20,13:40
Route 1,City Center,University,35.03,33.03,22,15:45,2025-01-12,15:40
Route 1,University,City Center,35.04,33.04,17,17:45,2025-01-19,17:40
Route 1,City Center,Sanayi,35.03,33.03,6,19:45,2025-01-11,19:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,21,07:45,2025-01-31,07:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,18,09:45,2025-01-29,09:40
Route 1,Sanayi,City Center,35.02,33.02,8,11:45,2025-01-15,11:40
Route 1,City Center,University,35.03,33.03,16,13:45,2025-01-16,13:40
Route 1,University,City Center,35.04,33.04,6,15:45,2025-01-09,15:40
Route 1,City Center,Sanayi,35.03,33.03,27,17:45,2025-01-03,17:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,16,19:45,2025-01-26,19:40
Route 1,Intercity Bus Station,Sanayi,35.01,33.01,9,07:45,2025-01-08,07:40
Route 1,Sanayi,City Center,35.02,33.02,8,09:45,2025-01-04,09:40
Route 1,City Center,University,35.03,33.03,6,11:45,2025-01-27,11:40
Route 1,University,City Center,35.04,33.04,15,13:45,2025-01-12,13:40
Route 1,City Center,Sanayi,35.03,33.03,13,15:45,2025-01-04,15:40
Route 1,Sanayi,Intercity Bus Station,35.02,33.02,6,17:45,2025-01-07,17:40
