Bus ID,Route ID,Current Stop,Next Stop,Latitude,Longitude,Passengers,Estimated Time,Date,Time
5,Route 1,City Center,University,35.123008929109716,33.92411396266388,48,0:03:32,2024-12-14,12:00 PM
5,Route 1,University,Intercity Bus Station,35.12523008693071,33.92890248137974,33,0:01:40,2024-12-14,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.12473927809439,33.926759515321784,45,0:02:24,2024-12-15,12:00 AM
5,Route 1,Sanayi,City Center,35.12441644008541,33.92143665823415,54,0:04:09,2024-12-15,06:00 AM
5,Route 1,City Center,University,35.12415379981324,33.91930490316772,55,0:01:11,2024-12-15,12:00 PM
5,Route 1,University,Intercity Bus Station,35.123378736037395,33.93417365440428,32,0:00:47,2024-12-15,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.11748248566818,33.938226577429866,54,0:02:44,2024-12-16,12:00 AM
5,Route 1,Sanayi,City Center,35.11986405816933,33.92298885933082,32,0:01:56,2024-12-16,06:00 AM
5,Route 1,City Center,University,35.11956826574409,33.923869589727175,49,0:00:28,2024-12-16,12:00 PM
5,Route 1,University,Intercity Bus Station,35.13214992534313,33.92355037147661,59,0:01:38,2024-12-16,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.11695220618839,33.926767517853115,43,0:02:30,2024-12-17,12:00 AM
5,Route 1,Sanayi,City Center,35.12267942858517,33.92642250108354,33,0:03:54,2024-12-17,06:00 AM
5,Route 1,City Center,University,35.12215938992262,33.9219180868496,38,0:02:53,2024-12-17,12:00 PM
5,Route 1,University,Intercity Bus Station,35.12761538195104,33.92098909071664,43,0:01:54,2024-12-17,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.12330213217791,33.927172288328634,50,0:04:14,2024-12-18,12:00 AM
5,Route 1,Sanayi,City Center,35.13061946252417,33.938324242305505,45,0:03:14,2024-12-18,06:00 AM
5,Route 1,City Center,University,35.121964399287826,33.93438849136905,58,0:04:21,2024-12-18,12:00 PM
5,Route 1,University,Intercity Bus Station,35.114484231835945,33.93175839735548,49,0:04:35,2024-12-18,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.11470829481507,33.937588354276215,56,0:04:16,2024-12-19,12:00 AM
5,Route 1,Sanayi,City Center,35.11924527792782,33.92497168687086,51,0:01:03,2024-12-19,06:00 AM
5,Route 1,City Center,University,35.12932276648658,33.93250568250217,47,0:03:09,2024-12-19,12:00 PM
5,Route 1,University,Intercity Bus Station,35.116020287550086,33.919345712625656,52,0:02:24,2024-12-19,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.1254980834631,33.92891770798772,39,0:03:33,2024-12-20,12:00 AM
5,Route 1,Sanayi,City Center,35.127815107272724,33.935275272342054,47,0:00:43,2024-12-20,06:00 AM
5,Route 1,City Center,University,35.115842571543176,33.93821832642788,55,0:01:00,2024-12-20,12:00 PM
5,Route 1,University,Intercity Bus Station,35.12001651416031,33.92132289706454,54,0:00:29,2024-12-20,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.13122505896983,33.93823336680415,41,0:00:56,2024-12-21,12:00 AM
5,Route 1,Sanayi,City Center,35.12843932232024,33.93320123529031,37,0:02:34,2024-12-21,06:00 AM
5,Route 1,City Center,University,35.132894320149695,33.91973008767831,40,0:04:53,2024-12-21,12:00 PM
5,Route 1,University,Intercity Bus Station,35.13005969852356,33.91987002127852,53,0:03:08,2024-12-21,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.12275978006209,33.92894686684293,58,0:04:29,2024-12-22,12:00 AM
5,Route 1,Sanayi,City Center,35.132022508917274,33.92075448475037,54,0:00:26,2024-12-22,06:00 AM
5,Route 1,City Center,University,35.12662690682463,33.92014643648141,31,0:00:25,2024-12-22,12:00 PM
5,Route 1,University,Intercity Bus Station,35.122073148212024,33.92985624092404,41,0:00:41,2024-12-22,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.118561407793536,33.93870655080842,52,0:02:00,2024-12-23,12:00 AM
5,Route 1,Sanayi,City Center,35.120316659402654,33.92176696444157,30,0:03:53,2024-12-23,06:00 AM
5,Route 1,City Center,University,35.12385707596036,33.93334301135312,40,0:00:20,2024-12-23,12:00 PM
5,Route 1,University,Intercity Bus Station,35.11839521056166,33.93337313722396,52,0:00:55,2024-12-23,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.11689080090367,33.931337200441924,38,0:02:54,2024-12-24,12:00 AM
5,Route 1,Sanayi,City Center,35.12629061476609,33.92661291006151,44,0:02:47,2024-12-24,06:00 AM
5,Route 1,City Center,University,35.12482705462119,33.919961075856094,41,0:03:02,2024-12-24,12:00 PM
5,Route 1,University,Intercity Bus Station,35.13328790862491,33.92196204363825,41,0:00:23,2024-12-24,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.124027350401875,33.919475803472174,45,0:02:40,2024-12-25,12:00 AM
5,Route 1,Sanayi,City Center,35.11764366657882,33.92273091017791,30,0:03:06,2024-12-25,06:00 AM
5,Route 1,City Center,University,35.120617539472,33.9365441922291,30,0:03:35,2024-12-25,12:00 PM
5,Route 1,University,Intercity Bus Station,35.12876283267718,33.93693385552555,56,0:02:14,2024-12-25,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.119584846311646,33.923026250623806,54,0:04:42,2024-12-26,12:00 AM
5,Route 1,Sanayi,City Center,35.12992220653333,33.93551843529392,56,0:02:00,2024-12-26,06:00 AM
5,Route 1,City Center,University,35.12057493496488,33.929969939898456,45,0:02:46,2024-12-26,12:00 PM
5,Route 1,University,Intercity Bus Station,35.114543654860626,33.92455796795859,30,0:03:00,2024-12-26,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.13288126035194,33.93216428670441,35,0:03:31,2024-12-27,12:00 AM
5,Route 1,Sanayi,City Center,35.11631495236617,33.924484826183765,43,0:00:48,2024-12-27,06:00 AM
5,Route 1,City Center,University,35.12340066913883,33.93612925379679,35,0:03:32,2024-12-27,12:00 PM
5,Route 1,University,Intercity Bus Station,35.12684584366096,33.92847723318103,48,0:04:05,2024-12-27,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.11494897495283,33.919398364987764,57,0:00:56,2024-12-28,12:00 AM
5,Route 1,Sanayi,City Center,35.11494834374989,33.92805986889969,58,0:01:41,2024-12-28,06:00 AM
5,Route 1,City Center,University,35.12141700042206,33.9202367286444,38,0:03:34,2024-12-28,12:00 PM
5,Route 1,University,Intercity Bus Station,35.12053878103254,33.91944448273958,53,0:02:55,2024-12-28,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.126344306849205,33.92333404558656,57,0:00:53,2024-12-29,12:00 AM
5,Route 1,Sanayi,City Center,35.13119677281887,33.92895256350478,56,0:04:39,2024-12-29,06:00 AM
5,Route 1,City Center,University,35.11840760847054,33.93056945737819,35,0:03:55,2024-12-29,12:00 PM
5,Route 1,University,Intercity Bus Station,35.114979688383634,33.932075678200775,41,0:02:33,2024-12-29,06:00 PM
5,Route 1,Intercity Bus Station,Sanayi,35.118658462422744,33.927952890905495,39,0:01:18,2024-12-30,12:00 AM
5,Route 1,Sanayi,City Center,35.120844382170766,33.92945634350439,57,0:01:09,2024-12-30,06:00 AM
5,Route 1,City Center,University,35.11715617262679,33.91987858736195,49,0:04:39,2024-12-30,12:00 PM
5,Route 1,University,Intercity Bus Station,35.11911552259771,33.92116562478293,50,0:02:48,2024-12-30,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.11899354728573,33.921271185303766,41,0:00:26,2024-12-01,12:00 AM
5,Route 2,Sanayi,City Center,35.12344453108661,33.91949667853889,45,0:01:10,2024-12-01,06:00 AM
5,Route 2,City Center,University,35.11681208278507,33.92506917472731,55,0:01:25,2024-12-01,12:00 PM
5,Route 2,University,Intercity Bus Station,35.117550249436796,33.93346556276589,57,0:02:17,2024-12-01,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.128198027165254,33.923665290779276,46,0:01:35,2024-12-02,12:00 AM
5,Route 2,Sanayi,City Center,35.11716522622475,33.9263982034231,41,0:00:26,2024-12-02,06:00 AM
5,Route 2,City Center,University,35.123896367076725,33.91945567462741,39,0:03:35,2024-12-02,12:00 PM
5,Route 2,University,Intercity Bus Station,35.117450486011826,33.9262287863041,60,0:03:37,2024-12-02,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.128388841661916,33.91932145036045,46,0:01:23,2024-12-03,12:00 AM
5,Route 2,Sanayi,City Center,35.1226723834768,33.92337265071528,44,0:02:13,2024-12-03,06:00 AM
5,Route 2,City Center,University,35.11626850253221,33.93142091607167,36,0:00:20,2024-12-03,12:00 PM
5,Route 2,University,Intercity Bus Station,35.11511755460316,33.929681544394896,31,0:04:40,2024-12-03,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.123614700907886,33.924963995683804,44,0:04:08,2024-12-04,12:00 AM
5,Route 2,Sanayi,City Center,35.11917930623685,33.93489563189092,45,0:04:16,2024-12-04,06:00 AM
5,Route 2,City Center,University,35.13286652018367,33.93577601045767,59,0:01:05,2024-12-04,12:00 PM
5,Route 2,University,Intercity Bus Station,35.11844228164527,33.92529295824647,60,0:03:37,2024-12-04,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.11987808771403,33.92339000457207,38,0:01:16,2024-12-05,12:00 AM
5,Route 2,Sanayi,City Center,35.11691846157464,33.92858505420748,52,0:01:25,2024-12-05,06:00 AM
5,Route 2,City Center,University,35.11874680534353,33.92838035489439,35,0:04:47,2024-12-05,12:00 PM
5,Route 2,University,Intercity Bus Station,35.13375875382145,33.931161859797676,38,0:00:52,2024-12-05,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.11586401283815,33.93832522548795,47,0:04:10,2024-12-06,12:00 AM
5,Route 2,Sanayi,City Center,35.11497984482368,33.929903225431964,45,0:02:10,2024-12-06,06:00 AM
5,Route 2,City Center,University,35.120220762987245,33.92167164624665,40,0:02:57,2024-12-06,12:00 PM
5,Route 2,University,Intercity Bus Station,35.13236360324387,33.938866665476596,35,0:04:52,2024-12-06,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12479374686061,33.91949888722553,56,0:04:17,2024-12-07,12:00 AM
5,Route 2,Sanayi,City Center,35.11643100028272,33.92227170016704,41,0:01:32,2024-12-07,06:00 AM
5,Route 2,City Center,University,35.11630667133846,33.92143550192831,54,0:03:36,2024-12-07,12:00 PM
5,Route 2,University,Intercity Bus Station,35.11801224643034,33.92697129734633,37,0:02:13,2024-12-07,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12662542079945,33.931281025067136,31,0:01:10,2024-12-08,12:00 AM
5,Route 2,Sanayi,City Center,35.121142866785924,33.921561344761045,47,0:03:34,2024-12-08,06:00 AM
5,Route 2,City Center,University,35.11505567303877,33.92201155079112,38,0:01:42,2024-12-08,12:00 PM
5,Route 2,University,Intercity Bus Station,35.12958741957683,33.92513141171056,44,0:04:24,2024-12-08,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.115799328549706,33.93520025074235,46,0:00:57,2024-12-09,12:00 AM
5,Route 2,Sanayi,City Center,35.12333985797071,33.93813114270571,32,0:04:10,2024-12-09,06:00 AM
5,Route 2,City Center,University,35.114871879980214,33.933427599172994,51,0:04:49,2024-12-09,12:00 PM
5,Route 2,University,Intercity Bus Station,35.13283734037033,33.935170976682286,34,0:03:41,2024-12-09,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.11868130939125,33.922176387886196,39,0:01:58,2024-12-10,12:00 AM
5,Route 2,Sanayi,City Center,35.11798888985284,33.91977563325334,58,0:04:00,2024-12-10,06:00 AM
5,Route 2,City Center,University,35.12011791480864,33.93361848490542,57,0:01:21,2024-12-10,12:00 PM
5,Route 2,University,Intercity Bus Station,35.13357427234182,33.93054649086329,40,0:03:50,2024-12-10,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12186771172611,33.939090794064555,55,0:01:43,2024-12-11,12:00 AM
5,Route 2,Sanayi,City Center,35.12722320902062,33.936441382077476,39,0:04:20,2024-12-11,06:00 AM
5,Route 2,City Center,University,35.13094189710206,33.93619671778323,60,0:03:37,2024-12-11,12:00 PM
5,Route 2,University,Intercity Bus Station,35.1323241348327,33.934934362444324,35,0:00:55,2024-12-11,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12579037288311,33.92140116043512,53,0:04:08,2024-12-12,12:00 AM
5,Route 2,Sanayi,City Center,35.13095609688014,33.933102143663056,39,0:03:21,2024-12-12,06:00 AM
5,Route 2,City Center,University,35.13203047606343,33.93740733062712,37,0:03:21,2024-12-12,12:00 PM
5,Route 2,University,Intercity Bus Station,35.119409167873734,33.92433430702663,38,0:03:21,2024-12-12,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.13395372665075,33.93649748671973,56,0:03:57,2024-12-13,12:00 AM
5,Route 2,Sanayi,City Center,35.12621934237825,33.9261351901417,54,0:03:51,2024-12-13,06:00 AM
5,Route 2,City Center,University,35.12818689109732,33.936994445049685,42,0:02:47,2024-12-13,12:00 PM
5,Route 2,University,Intercity Bus Station,35.12429931430721,33.937843580478315,41,0:00:21,2024-12-13,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12267195873879,33.93229548111057,48,0:04:23,2024-12-14,12:00 AM
5,Route 2,Sanayi,City Center,35.132692608922795,33.93322803135712,43,0:01:30,2024-12-14,06:00 AM
5,Route 2,City Center,University,35.129927027885195,33.92167175218555,54,0:03:08,2024-12-14,12:00 PM
5,Route 2,University,Intercity Bus Station,35.116714359739824,33.93465614990034,31,0:03:32,2024-12-14,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12867561781467,33.933729007153495,41,0:02:54,2024-12-15,12:00 AM
5,Route 2,Sanayi,City Center,35.125961435355215,33.92850069066011,47,0:01:38,2024-12-15,06:00 AM
5,Route 2,City Center,University,35.13230366477828,33.921733045016936,54,0:00:23,2024-12-15,12:00 PM
5,Route 2,University,Intercity Bus Station,35.13048248808527,33.931220350002945,45,0:02:38,2024-12-15,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.127906036571055,33.926902464559845,41,0:02:39,2024-12-16,12:00 AM
5,Route 2,Sanayi,City Center,35.12987313655493,33.9249183359408,41,0:03:25,2024-12-16,06:00 AM
5,Route 2,City Center,University,35.125830494135,33.92696354997119,50,0:01:23,2024-12-16,12:00 PM
5,Route 2,University,Intercity Bus Station,35.132954303275255,33.92911624219959,31,0:01:43,2024-12-16,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.13350439334775,33.93514008342225,58,0:00:24,2024-12-17,12:00 AM
5,Route 2,Sanayi,City Center,35.114780537980586,33.93767984785771,58,0:03:46,2024-12-17,06:00 AM
5,Route 2,City Center,University,35.12306574634634,33.93581373914088,51,0:03:28,2024-12-17,12:00 PM
5,Route 2,University,Intercity Bus Station,35.13169431143295,33.92990401446288,45,0:00:41,2024-12-17,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.1288557366483,33.934424181941935,58,0:02:43,2024-12-18,12:00 AM
5,Route 2,Sanayi,City Center,35.134004750073714,33.922061571529305,44,0:03:55,2024-12-18,06:00 AM
5,Route 2,City Center,University,35.114855636035784,33.92322019225442,31,0:03:39,2024-12-18,12:00 PM
5,Route 2,University,Intercity Bus Station,35.123041889147764,33.926225472372906,41,0:00:49,2024-12-18,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12684434368026,33.92535395154333,32,0:00:47,2024-12-19,12:00 AM
5,Route 2,Sanayi,City Center,35.11961275570057,33.92372675085983,30,0:04:23,2024-12-19,06:00 AM
5,Route 2,City Center,University,35.11761552030226,33.930934991624596,42,0:02:57,2024-12-19,12:00 PM
5,Route 2,University,Intercity Bus Station,35.12121519079646,33.93290561780332,34,0:01:56,2024-12-19,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12663722551338,33.929132354724494,40,0:01:00,2024-12-20,12:00 AM
5,Route 2,Sanayi,City Center,35.12161517413144,33.93164429356119,32,0:00:52,2024-12-20,06:00 AM
5,Route 2,City Center,University,35.11791140181607,33.932527623748214,57,0:04:23,2024-12-20,12:00 PM
5,Route 2,University,Intercity Bus Station,35.12973710830804,33.93329998078147,58,0:01:11,2024-12-20,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12975127616296,33.92859246769297,33,0:02:58,2024-12-21,12:00 AM
5,Route 2,Sanayi,City Center,35.11449032800343,33.92262759574061,57,0:03:15,2024-12-21,06:00 AM
5,Route 2,City Center,University,35.118866145650614,33.92361427737406,41,0:03:26,2024-12-21,12:00 PM
5,Route 2,University,Intercity Bus Station,35.11526148164312,33.92517041045472,55,0:00:48,2024-12-21,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.120151224816794,33.93462667914031,45,0:04:43,2024-12-22,12:00 AM
5,Route 2,Sanayi,City Center,35.12925630084529,33.92325997626986,47,0:01:05,2024-12-22,06:00 AM
5,Route 2,City Center,University,35.119918002217986,33.93591956886282,56,0:03:18,2024-12-22,12:00 PM
5,Route 2,University,Intercity Bus Station,35.11836039891739,33.93412597502653,33,0:01:33,2024-12-22,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12294069646132,33.93778301836947,40,0:01:42,2024-12-23,12:00 AM
5,Route 2,Sanayi,City Center,35.133448292028646,33.92297358743054,57,0:02:55,2024-12-23,06:00 AM
5,Route 2,City Center,University,35.12588976469362,33.91959170940591,41,0:02:38,2024-12-23,12:00 PM
5,Route 2,University,Intercity Bus Station,35.12519327476783,33.92236786856802,35,0:04:49,2024-12-23,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12332558885801,33.9262045794126,58,0:03:00,2024-12-24,12:00 AM
5,Route 2,Sanayi,City Center,35.12089771309306,33.93258782283269,56,0:04:07,2024-12-24,06:00 AM
5,Route 2,City Center,University,35.13192757536427,33.93468984029851,47,0:03:03,2024-12-24,12:00 PM
5,Route 2,University,Intercity Bus Station,35.12958185648897,33.925505663590116,49,0:00:47,2024-12-24,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12860679149491,33.92502558076037,42,0:03:48,2024-12-25,12:00 AM
5,Route 2,Sanayi,City Center,35.11855089051759,33.92070507142135,41,0:01:47,2024-12-25,06:00 AM
5,Route 2,City Center,University,35.12436943581149,33.93762408681418,42,0:01:10,2024-12-25,12:00 PM
5,Route 2,University,Intercity Bus Station,35.12500366025234,33.92506760465811,46,0:00:48,2024-12-25,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.1248111167797,33.92084397078128,50,0:04:34,2024-12-26,12:00 AM
5,Route 2,Sanayi,City Center,35.12261821743896,33.935379888191775,55,0:04:37,2024-12-26,06:00 AM
5,Route 2,City Center,University,35.133291612716626,33.93741086318222,56,0:03:50,2024-12-26,12:00 PM
5,Route 2,University,Intercity Bus Station,35.12005860770668,33.92844465425965,49,0:02:38,2024-12-26,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.11728207793466,33.934360419886964,41,0:02:28,2024-12-27,12:00 AM
5,Route 2,Sanayi,City Center,35.12188440160023,33.93162312939358,31,0:00:34,2024-12-27,06:00 AM
5,Route 2,City Center,University,35.12632184049947,33.932331077794416,53,0:04:25,2024-12-27,12:00 PM
5,Route 2,University,Intercity Bus Station,35.114932829493405,33.933325398639944,57,0:04:55,2024-12-27,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.13228546041329,33.935040979099156,36,0:01:21,2024-12-28,12:00 AM
5,Route 2,Sanayi,City Center,35.13360652727983,33.93296267799326,44,0:02:22,2024-12-28,06:00 AM
5,Route 2,City Center,University,35.12071186215881,33.92281775927404,57,0:01:32,2024-12-28,12:00 PM
5,Route 2,University,Intercity Bus Station,35.13149524423001,33.93218568753066,43,0:01:34,2024-12-28,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.13051083227685,33.932206751029796,40,0:04:33,2024-12-29,12:00 AM
5,Route 2,Sanayi,City Center,35.124500801303775,33.921376754502376,32,0:04:00,2024-12-29,06:00 AM
5,Route 2,City Center,University,35.12661173561464,33.92399508500637,58,0:01:54,2024-12-29,12:00 PM
5,Route 2,University,Intercity Bus Station,35.12860522566324,33.92327235620863,52,0:03:06,2024-12-29,06:00 PM
5,Route 2,Intercity Bus Station,Sanayi,35.12817606419355,33.92033623791206,48,0:01:10,2024-12-30,12:00 AM
5,Route 2,Sanayi,City Center,35.12135291984256,33.93077598236235,33,0:03:10,2024-12-30,06:00 AM
5,Route 2,City Center,University,35.1269988570651,33.93136233408629,39,0:02:39,2024-12-30,12:00 PM
5,Route 2,University,Intercity Bus Station,35.11562057836466,33.92894183841934,52,0:02:06,2024-12-30,06:00 PM
5,Route 3,Intercity Bus Station,Sanayi,35.116377360066906,33.9208366310027,54,0:03:47,2024-12-01,12:00 AM
5,Route 3,Sanayi,City Center,35.11880890308797,33.938235435609975,34,0:03:43,2024-12-01,06:00 AM
5,Route 3,City Center,University,35.13320319424097,33.92548298698434,60,0:02:58,2024-12-01,12:00 PM
5,Route 3,University,Intercity Bus Station,35.12608694024048,33.92408918918156,41,0:03:39,2024-12-01,06:00 PM
5,Route 3,Intercity Bus Station,Sanayi,35.12228491614449,33.930449672555156,30,0:02:06,2024-12-02,12:00 AM
5,Route 3,Sanayi,City Center,35.127399329281516,33.93897588728799,56,0:02:38,2024-12-02,06:00 AM
5,Route 3,City Center,University,35.12571755399622,33.927100041015194,39,0:03:48,2024-12-02,12:00 PM
5,Route 3,University,Intercity Bus Station,35.12840761360092,33.92864706981448,36,0:01:36,2024-12-02,06:00 PM
